	Date	Init.	W.L [cm]	Board	Flow [l/s]	X-Sec.	Weed	Quality	Width [m]	Mean dept. [m]	Max.Dep. [m]	Hyd.Rad. [m]	V/R(2/3)	Mean. Vel. [m/s]	Max. Vel. [m/s]	Flow. Area [m²]	Wet Perim. [m]	Temp.  [C]	Comment
"104"	"13.12.2018 09:19"	"kije"	3001,9	2	5485,0	9	"0"	"Middel"	15,60	0,44	0,61			0,80	1,86	6,90		4,20	"Winriw 5485  qrev 5471  user 4,9%"
"105"	"28.11.2018 09:54"	"kije"	2987,7	2		0	""	""										3,50	"vandprøve"
"106"	"15.11.2018 11:20"	"Kije"	2991,2	2	3279,0	10	"2"	"Middel"	14,60	0,47	0,65			0,48	2,12	6,80		8,70	"std afv 1,13 user rating Qrev 5,1%"
"107"	"14.11.2018 12:54"	"kije"	2992,2	2		0	""	""										9,00	"VANDPRØVE"
"108"	"30.10.2018 09:45"	"kije"	2991,2	2		0	""	""										6,60	"vandprøver"
"109"	"17.10.2018 11:20"	"Kije"	2988,7	2	2766,0	10	"1"	"Middel"	14,40	0,43	0,57			0,45	1,69	6,20		12,50	"std afv 2,69  user rating Q rev 5,1%"
"110"	"05.10.2018 09:05"	"kije"	2989,2	2		0	""	""										11,00	"vandprøve"
"111"	"18.09.2018 09:05"	"Kije"	2991,7	2	3500,0	10	"1"	"Middel"	14,80	0,45	0,62			0,53	1,85	6,60		13,70	"std afv 1,96%"
"112"	"21.08.2018 10:22"	"Kije"	2986,5	2	3082,0	10	"3"	"Middel"	13,90	0,45	0,62			0,50	1,70	6,20		16,60	"Std afv 2,71%"
"113"	"31.07.2018 10:00"	"Kije"	2982,2	2	2538,0	10	"2"	"God"	13,10	0,41	0,54			0,47	1,79	5,40		21,00	"std afv 1,52%"
"114"	"21.06.2018 10:23"	"Kije"	2984,2	2	2558,0	10	"2"	"God"	14,40	0,42	0,68			0,42	1,64	6,10		15,50	"std afv 1,35"
"115"	"23.05.2018 06:14"	"Kije"	2987,9	2	2944,0	10	"1"	"Over middel"	14,20	0,42	0,56			0,50	1,68	5,90		15,70	"std afv 2,64%"
"116"	"24.04.2018 10:40"	"Kije"	2988,7	2	3670,0	10	"0"	"Over middel"	14,00	0,47	0,69			0,56	1,81	6,60		12,10	"std afv 3,66%"
"117"	"06.04.2018 05:41"	"kije"	2998,2	2		0	""	""										5,90	"vandprøve"
"118"	"21.03.2018 08:31"	"kije"	2996,2	2		0	""	""										4,70	"vandprøve"
"119"	"19.03.2018 13:00"	"Kije"	2999,2	2	6663,0	10	"0"	"God"	15,60	0,41	0,59			1,04	2,25	6,40		3,50	"std afv 0,99  firmware i chatter opgraderert, niv til fix pæl"
"120"	"07.03.2018 08:45"	"kije"	2997,2	2		0	""	""										3,40	"vandprøve  svær at aflæse pga hvivler omkring skala"
"121"	"21.02.2018 11:08"	"Kije"	3008,2	2	8585,0	9	"0"	"Over middel"	15,20	0,51	0,69			1,12	2,09	7,70		3,90	"std afv 2,8 %. Vst rettet fra 0,28 cm"
"122"	"05.02.2018 08:55"	"Kije"	3021,2	2	11815,0	9	"0"	"Over middel"	15,80	0,61	0,85			1,22	2,42	9,70		1,50	"std afv 2,02%"
"123"	"25.01.2018 06:47"	"KIJE"	3010,7	2		0	""	""											""
"124"	"03.01.2018 08:57"	"kije"	3026,2	2		0	""	""										3,90	"vandprøve"
"125"	"02.01.2018 13:30"	"Kije"	3024,4	2	11746,0	9	"0"	"God"	15,20	0,65	0,84			1,19	2,45	9,90		4,80	"Std afv 0,56%"
"126"	"22.12.2017 07:12"	"Kije"	2995,2	2	5109,0	9	"1"	"God"	15,00	0,38	0,54			0,89	2,47	5,70		4,80	"std afv 1,1%  obs kun ca 37% måleområde pga lav vandstand"
"127"	"01.12.2017 06:50"	"Kije"	3024,0	2	11164,0	9	"1"	"God"	15,60	0,63	0,82			1,12	2,07	9,90		3,40	"std afv 1,12%   broudløb ved gudenåvej"
"128"	"31.10.2017 12:24"	"Kije"	3011,2	2	7212,0	9	"1"	"Over middel"	15,70	0,51	0,68			0,91	2,15	8,00		8,00	"std afv 0,88%"
"129"	"08.09.2017 06:19"	"Kije"	3004,2	2	3742,0	9	"2"	"Middel"	15,60	0,45	0,61			0,53	2,01	7,00		13,20	"std afv 2,69%, Dato rettet i følge feltskema fra 9/9 - Orbicon"
"130"	"08.08.2017 09:53"	"Kije"	3002,3	2	3439,0	9	"2"	"Over middel"	15,20	0,43	0,59			0,52	1,40	6,60		16,40	"std afv 1,16%  måling ved broudløb ved gudenåvej."
"131"	"29.06.2017 08:58"	"Kije"	2999,9	2	3558,0	9	"3"	"Over middel"	13,90	0,42	0,55			0,58	1,52	5,80		15,20	"Std afv 1,65 %"
"132"	"07.06.2017 09:06"	"Kije"	2995,9	2	3146,0	0	"2"	"Middel"	15,50	0,46	0,64			0,44	1,36	7,20		15,80	"std afv 2,06% ved gudenåvej"
"133"	"03.05.2017 05:47"	"Kije"	2997,7	2	3921,0	9	"0"	"Middel"	13,80	0,38	0,51			0,76	1,93	5,20		9,90	"STD afv 2,78% ved siden af ny chatter ved ud løb bro"
"134"	"06.04.2017 13:17"	"Kije"	2998,7	2	4498,0	9	"0"	"God"	14,50	0,37	0,70			0,83	1,82	5,40		9,50	"STD afv: 1,4%  vandprøve udtaget på den gamle station 7,89pH  9,2´C"
"135"	"10.03.2017 10:09"	"kije"	3009,2	2		0	""	"God"											""
"136"	"09.03.2017 16:15"	"Kije"	3011,0	2	7272,0	9	"0"	"God"	15,30	0,48	0,68			0,99	1,82	7,40			"AFV 1,8 % VP  10/3-2017 ved gammel RM "thalimedes" Q måling broudlø ved chatter"
"137"	"22.02.2017 09:50"	"kije"	3008,2	2		0	""	"God"											""
"138"	"08.02.2017 10:54"	"nrs"	3000,2	2	4962,0	0	"1"	"Middel"	18,00	0,53	1,22			0,53	1,32	9,50			"Max afvigelse er 2,17 %"
"139"	"27.01.2017 13:48"	"nrs"	3064,1	1		0	"0"	"God"											"Skalaaflæsning gl station"
"140"	"27.01.2017 13:10"	"nrs"	3001,2	2		0	"0"	"God"											"Skalaaflæsning ny station"
"141"	"10.01.2017 12:57"	"nirs"	3005,5	2	5231,6	0	"0"	"God"											"MFPro-måling Indtastet af lajuh"
"142"	"10.01.2017 11:40"	"UFGF"	3064,2	1	5231,6	2	"1"	""	15,00	0,55	0,74	0,53	0,96	0,63	0,93	8,30	15,60		"ott mf pro  5.239 m^3/s. Vst rettet fra 24,7 af lajuh 28/1-2017"
"143"	"14.12.2016 10:15"	"prjt"	3071,1	1	5886,0	0	"0"	"Middel"	13,33	0,53	0,70			0,86		7,10			"2,85 %. Vst og skalanr. rettet fra 27,5  af lajuh 28/1-2017"
"144"	"25.11.2016 10:16"	"LAJU"	3037,8	2		0	""	"God"											""
"145"	"15.11.2016 11:40"	"prjt"	3014,3	2	7068,0	7	""	"Middel"	13,79	0,59				0,90		8,10			"3,36 %"
"146"	"15.10.2016 11:40"	"prjt"	3014,4	2		0	""	"God"											""
"147"	"12.10.2016 12:25"	"nirs"	3063,8	1		0	""	"God"											""
"148"	"12.10.2016 12:07"	"nirs"	2995,8	2	3703,0	0	""	"God"											"Indtastet af lajuh"
"149"	"12.10.2016 11:40"	"nrs"	3064,1	1	3703,0	7	"3"	"Middel"	12,66	0,57	0,85			0,52		7,20			"Afv % = 2,26 %"
"150"	"08.09.2016 11:56"	"nirs"	3065,0	1		0	""	"God"											""
"151"	"08.09.2016 11:38"	"nirs"	2991,9	2	3259,8	0	""	"God"											"MFPro-måling Indtastet af lajuh"
