,actual,corrected,anomaly,predicted
2024-03-17 19:45:00,454.07,525.3349877551019,False,525.3349877551019
2024-03-17 20:00:00,455.99,525.3256897959183,False,525.3256897959183
2024-03-17 20:15:00,453.54,525.3163918367346,False,525.3163918367346
2024-03-17 20:30:00,454.53,525.307093877551,False,525.307093877551
2024-03-17 20:45:00,453.76,525.2977959183673,False,525.2977959183673
2024-03-17 21:00:00,453.99,525.2884979591836,False,525.2884979591836
2024-03-17 21:15:00,453.89,525.2792,False,525.2792
2024-03-17 21:30:00,451.98,525.2699020408163,False,525.2699020408163
2024-03-17 21:45:00,452.72,525.2606040816327,False,525.2606040816327
2024-03-17 22:00:00,452.51,525.251306122449,False,525.251306122449
2024-03-17 22:15:00,452.47,525.2420081632654,False,525.2420081632654
2024-03-17 22:30:00,452.22,525.2327102040816,False,525.2327102040816
2024-03-17 22:45:00,452.26,525.223412244898,False,525.223412244898
2024-03-17 23:00:00,451.94,525.2141142857142,False,525.2141142857142
2024-03-17 23:15:00,452.09,525.2048163265306,False,525.2048163265306
2024-03-17 23:30:00,452.38,525.1955183673468,False,525.1955183673468
2024-03-17 23:45:00,451.79,525.1862204081632,False,525.1862204081632
2024-03-18 00:00:00,452.97,525.1769224489796,False,525.1769224489796
2024-03-18 00:15:00,451.17,525.1676244897959,False,525.1676244897959
2024-03-18 00:30:00,450.37,525.1583265306122,False,525.1583265306122
2024-03-18 00:45:00,450.42,525.1490285714285,False,525.1490285714285
2024-03-18 01:00:00,450.61,525.1397306122449,False,525.1397306122449
2024-03-18 01:15:00,452.22,525.1304326530612,False,525.1304326530612
2024-03-18 01:30:00,450.01,525.1211346938776,False,525.1211346938776
2024-03-18 01:45:00,449.65,525.1118367346938,False,525.1118367346938
2024-03-18 02:00:00,451.28,525.1025387755102,False,525.1025387755102
2024-03-18 02:15:00,450.59,525.0932408163266,False,525.0932408163266
2024-03-18 02:30:00,451.03,525.0839428571428,False,525.0839428571428
2024-03-18 02:45:00,449.21,525.0746448979592,False,525.0746448979592
2024-03-18 03:00:00,450.73,525.0653469387755,False,525.0653469387755
2024-03-18 03:15:00,449.84,525.0560489795919,False,525.0560489795919
2024-03-18 03:30:00,448.68,525.0467510204082,False,525.0467510204082
2024-03-18 03:45:00,450.06,525.0374530612246,False,525.0374530612246
2024-03-18 04:00:00,446.25,525.0281551020408,False,525.0281551020408
2024-03-18 04:15:00,450.46,525.0188571428572,False,525.0188571428572
2024-03-18 04:30:00,449.57,525.0095591836734,False,525.0095591836734
2024-03-18 04:45:00,450.88,525.0002612244898,False,525.0002612244898
2024-03-18 05:00:00,448.85,524.9909632653062,False,524.9909632653062
2024-03-18 05:15:00,447.89,524.9816653061225,False,524.9816653061225
2024-03-18 05:30:00,448.82,524.9723673469388,False,524.9723673469388
2024-03-18 05:45:00,449.2,524.963069387755,False,524.963069387755
2024-03-18 06:00:00,449.9,524.9537714285714,False,524.9537714285714
2024-03-18 06:15:00,449.77,524.9444734693876,False,524.9444734693876
2024-03-18 06:30:00,450.38,524.935175510204,False,524.935175510204
2024-03-18 06:45:00,448.9,524.9258775510203,False,524.9258775510203
2024-03-18 07:00:00,447.82,524.9165795918367,False,524.9165795918367
2024-03-18 07:15:00,449.73,524.907281632653,False,524.907281632653
2024-03-18 07:30:00,448.17,524.8979836734693,False,524.8979836734693
2024-03-18 07:45:00,447.92,524.8886857142857,False,524.8886857142857
2024-03-18 08:00:00,450.94,524.879387755102,False,524.879387755102
2024-03-18 08:15:00,447.78,524.8700897959184,False,524.8700897959184
2024-03-18 08:30:00,447.6,524.8607918367347,False,524.8607918367347
2024-03-18 08:45:00,446.31,524.851493877551,False,524.851493877551
2024-03-18 09:00:00,447.71,524.8421959183673,False,524.8421959183673
2024-03-18 09:15:00,448.52,524.8328979591837,False,524.8328979591837
2024-03-18 09:30:00,445.94,524.8235999999999,False,524.8235999999999
2024-03-18 09:45:00,448.45,524.8143020408163,False,524.8143020408163
2024-03-18 10:00:00,448.16,524.8050040816327,False,524.8050040816327
2024-03-18 10:15:00,445.26,524.795706122449,False,524.795706122449
2024-03-18 10:30:00,448.89,524.7864081632654,False,524.7864081632654
2024-03-18 10:45:00,446.35,524.7771102040817,False,524.7771102040817
2024-03-18 11:00:00,447.06,524.767812244898,False,524.767812244898
2024-03-18 11:15:00,448.65,524.7585142857143,False,524.7585142857143
2024-03-18 11:30:00,447.2,524.7492163265306,False,524.7492163265306
2024-03-18 11:45:00,447.21,524.739918367347,False,524.739918367347
2024-03-18 12:00:00,447.12,524.7306204081633,False,524.7306204081633
2024-03-18 12:15:00,450.05,524.7213224489795,False,524.7213224489795
2024-03-18 12:30:00,444.91,524.7120244897958,False,524.7120244897958
2024-03-18 12:45:00,447.7,524.7027265306122,False,524.7027265306122
2024-03-18 13:00:00,446.47,524.6934285714284,False,524.6934285714284
2024-03-18 13:15:00,447.75,524.6841306122448,False,524.6841306122448
2024-03-18 13:30:00,445.8,524.6748326530611,False,524.6748326530611
2024-03-18 13:45:00,447.0,524.6655346938775,False,524.6655346938775
2024-03-18 14:00:00,446.97,524.6562367346938,False,524.6562367346938
2024-03-18 14:15:00,444.69,524.6469387755102,False,524.6469387755102
2024-03-18 14:30:00,448.11,524.6376408163264,False,524.6376408163264
2024-03-18 14:45:00,446.18,524.6283428571428,False,524.6283428571428
2024-03-18 15:00:00,445.72,524.6190448979592,False,524.6190448979592
2024-03-18 15:15:00,445.93,524.6097469387755,False,524.6097469387755
2024-03-18 15:30:00,447.29,524.6004489795919,False,524.6004489795919
2024-03-18 15:45:00,447.21,524.5911510204081,False,524.5911510204081
2024-03-18 16:00:00,445.91,524.5818530612245,False,524.5818530612245
2024-03-18 16:15:00,447.29,524.5725551020408,False,524.5725551020408
